timestamp,city,customerID,driverID,merchantID,spend
31/03/2018 16:30,London,1317309,8,218,15.24
31/03/2018 16:05,London,1356118,63,236,18.74
31/03/2018 15:59,Tokyo,1282498,60,277,22.88
31/03/2018 15:27,London,1253993,55,213,24.41
31/03/2018 15:27,Tokyo,1271069,103,88,13.36
31/03/2018 15:04,Paris,1268118,77,109,19.21
31/03/2018 15:02,London,1312403,114,222,22.28
31/03/2018 14:36,Los Angeles,1273795,17,196,17.77
31/03/2018 14:10,Paris,1283035,116,266,20.6
31/03/2018 14:06,London,1329095,36,211,20.08
31/03/2018 13:54,Manchester,1312655,92,206,14.89
31/03/2018 13:44,Manchester,1287455,4,284,15.39
31/03/2018 13:31,Tokyo,1330596,81,264,41.41
31/03/2018 13:28,Tokyo,1310817,14,28,16.16
31/03/2018 13:28,Tokyo,1275005,42,215,27.73
31/03/2018 13:22,London,1274386,91,299,18.34
31/03/2018 13:22,London,1270032,33,227,45.01
31/03/2018 13:16,London,1334902,103,306,15.07
31/03/2018 13:04,Paris,1258338,105,235,12.2
31/03/2018 13:00,Los Angeles,1306870,41,198,12.78
31/03/2018 12:58,Manchester,1275128,70,178,39.2
31/03/2018 12:58,Paris,1251856,47,169,20.92
31/03/2018 12:52,Paris,1257112,1,33,15.15
31/03/2018 12:43,Paris,1273272,43,42,24.15
31/03/2018 12:25,London,1279497,100,147,22.59
31/03/2018 12:10,Manchester,1344799,42,163,23.45
31/03/2018 12:09,Manchester,1270421,107,310,14.73
31/03/2018 12:01,New York,1314480,6,163,28.37
31/03/2018 11:58,Paris,1273719,101,289,27.88
31/03/2018 11:54,Paris,1287751,71,167,22.89
31/03/2018 11:52,Tokyo,1274136,73,319,18.92
31/03/2018 11:51,Paris,1250711,85,67,23.13
31/03/2018 11:42,Manchester,1268124,97,255,23.01
31/03/2018 11:17,London,1287812,91,243,18.16
31/03/2018 11:08,London,1315743,104,268,19.24
30/03/2018 23:01,Paris,1338507,15,120,17.2
30/03/2018 22:49,Los Angeles,1256231,73,196,21.23
30/03/2018 22:21,Paris,1314340,25,267,8.76
30/03/2018 22:16,New York,1275230,33,163,19.3
30/03/2018 21:59,Manchester,1323006,34,172,18.13
30/03/2018 21:40,Manchester,1330614,49,31,41.62
30/03/2018 21:35,Tokyo,1349477,68,328,18.07
30/03/2018 21:17,Tokyo,1348784,99,318,23.88
30/03/2018 21:15,New York,1316148,57,71,10.22
30/03/2018 21:13,London,1315993,66,320,20.3
30/03/2018 21:06,Paris,1264743,42,74,14.74
30/03/2018 20:41,Los Angeles,1278049,58,308,18.84
30/03/2018 20:35,Tokyo,1314491,84,339,44.19
30/03/2018 20:15,Tokyo,1315977,114,1,11.88
30/03/2018 20:00,Tokyo,1339419,65,236,36.51
30/03/2018 20:00,Tokyo,1314498,85,96,15.34
30/03/2018 19:54,London,1278517,17,132,29.24
30/03/2018 19:51,New York,1282073,50,48,15.94
30/03/2018 19:48,Manchester,1274492,48,299,38.23
30/03/2018 19:42,New York,1280319,56,208,24.98
30/03/2018 19:28,Tokyo,1267826,35,318,30.74
30/03/2018 19:23,London,1334859,23,262,38.74
30/03/2018 19:21,Paris,1258331,113,78,29.48
30/03/2018 19:20,Tokyo,1331257,90,67,17.89
30/03/2018 19:15,Paris,1345332,83,112,49.76
30/03/2018 19:13,Paris,1315161,34,98,18.09
30/03/2018 19:10,Tokyo,1310343,98,5,10.09
30/03/2018 19:06,Manchester,1347583,68,231,11.64
30/03/2018 19:04,Tokyo,1307652,28,27,28.27
30/03/2018 19:04,Paris,1274525,62,91,14.17
30/03/2018 18:58,New York,1270921,88,115,11.84
30/03/2018 18:57,New York,1315971,22,141,15.74
30/03/2018 18:56,Tokyo,1332240,82,251,33.93
30/03/2018 18:52,Los Angeles,1334793,35,244,63.63
30/03/2018 18:44,Manchester,1267738,89,19,14.38
30/03/2018 18:42,London,1279540,33,17,64.02
30/03/2018 18:36,London,1263514,115,80,34.89
30/03/2018 18:35,Los Angeles,1287279,118,73,30.31
30/03/2018 18:29,Tokyo,1258108,116,66,11.04
30/03/2018 18:24,London,1267831,10,148,31.91
30/03/2018 18:17,London,1271009,33,97,16.55
30/03/2018 18:12,London,1274261,7,86,22.1
30/03/2018 17:57,Manchester,1343982,42,240,47.4
30/03/2018 17:54,Tokyo,1257149,16,7,32.26
30/03/2018 17:53,Paris,1345071,28,141,15.55
30/03/2018 17:47,Los Angeles,1281829,42,138,15.58
30/03/2018 17:38,Tokyo,1310826,97,341,27.92
30/03/2018 17:33,London,1276975,4,164,20.91
30/03/2018 17:31,New York,1266961,42,188,35.58
30/03/2018 17:22,Manchester,1262865,4,133,17.42
30/03/2018 17:09,Manchester,1273255,58,230,37.7
30/03/2018 17:09,London,1347938,86,5,20.23
30/03/2018 17:01,Paris,1261300,110,28,11.47
30/03/2018 16:58,Tokyo,1278869,112,261,26.68
30/03/2018 16:46,London,1315744,6,33,16.3
30/03/2018 16:37,Tokyo,1314498,65,2,27.25
30/03/2018 16:29,Tokyo,1312457,74,225,11.21
30/03/2018 16:03,London,1313677,68,232,23.47
30/03/2018 15:57,London,1279305,41,343,11.22
30/03/2018 15:45,New York,1265004,105,180,49.35
30/03/2018 15:38,Manchester,1273279,21,8,24.37
30/03/2018 15:28,Tokyo,1275250,75,304,11.14
30/03/2018 15:11,London,1263581,12,222,24.21
30/03/2018 15:03,Tokyo,1349492,24,218,71.77
30/03/2018 14:59,Tokyo,1315332,20,326,22.55
30/03/2018 14:58,Tokyo,1258046,12,110,13.85
30/03/2018 14:32,London,1309340,17,133,21.45
30/03/2018 13:50,Manchester,1282430,25,144,11.53
30/03/2018 13:41,New York,1348719,84,258,18.74
30/03/2018 13:40,Manchester,1288292,37,177,17.79
30/03/2018 13:31,Los Angeles,1315999,4,286,30.54
30/03/2018 13:26,Paris,1282072,90,46,10.49
30/03/2018 13:18,Tokyo,1273795,103,107,18.03
30/03/2018 13:18,New York,1327061,14,248,34.74
30/03/2018 13:01,London,1306475,26,111,26.67
30/03/2018 12:35,London,1256203,42,33,30.4
30/03/2018 12:28,Manchester,1345171,28,15,23.84
30/03/2018 12:28,New York,1315979,70,84,21.8
30/03/2018 12:27,Manchester,1267010,39,216,16.89
30/03/2018 12:24,Paris,1273712,22,307,17.61
30/03/2018 12:18,New York,1356112,45,72,37.47
30/03/2018 12:12,Tokyo,1275085,100,60,25.62
30/03/2018 12:05,Los Angeles,1351491,30,44,35.95
30/03/2018 12:04,London,1279627,14,311,17.17
30/03/2018 11:53,Manchester,1345118,81,270,20.15
30/03/2018 11:44,Tokyo,1312465,31,5,19.76
30/03/2018 11:35,Paris,1255677,80,47,13.19
30/03/2018 01:25,Paris,1273257,119,302,17.47
29/03/2018 23:49,London,1273720,91,232,77.24
29/03/2018 22:54,Manchester,1306660,109,42,10.86
29/03/2018 21:57,Tokyo,1272607,20,316,18.19
29/03/2018 21:36,Manchester,1308867,24,203,19.45
29/03/2018 21:22,Paris,1284388,63,101,10.05
29/03/2018 20:48,Tokyo,1319587,105,236,29.31
29/03/2018 20:35,London,1287715,100,312,26.09
29/03/2018 20:17,Paris,1267646,89,341,10.61
29/03/2018 20:11,Manchester,1263621,46,70,16.58
29/03/2018 20:10,London,1280887,112,68,29.82
29/03/2018 20:09,Paris,1308527,103,285,34.95
29/03/2018 19:56,Los Angeles,1282960,9,275,17.04
29/03/2018 19:47,New York,1314171,103,252,27.18
29/03/2018 19:38,Tokyo,1273199,44,72,19.65
29/03/2018 19:35,Los Angeles,1356117,70,197,14.25
29/03/2018 19:35,Los Angeles,1334419,115,105,23.95
29/03/2018 19:34,London,1258332,106,308,17.07
29/03/2018 19:28,Paris,1279803,92,228,30.25
29/03/2018 19:14,Tokyo,1354571,16,68,19.8
29/03/2018 19:09,Tokyo,1268118,46,30,15.05
29/03/2018 19:05,Paris,1259984,99,229,21.76
29/03/2018 18:55,Los Angeles,1348911,56,8,15.48
29/03/2018 18:51,Paris,1250263,82,44,10.83
29/03/2018 18:30,Tokyo,1253951,10,310,21.31
29/03/2018 18:23,Paris,1273803,40,72,29.96
29/03/2018 18:22,New York,1313082,46,10,10.63
29/03/2018 18:03,Los Angeles,1330103,20,295,13.21
29/03/2018 18:01,Paris,1287754,35,273,9.2
29/03/2018 17:18,Paris,1268077,83,130,19.31
29/03/2018 17:13,Manchester,1319507,65,185,14.04
29/03/2018 17:04,Los Angeles,1252600,39,107,39.86
29/03/2018 17:00,London,1329914,90,297,56.34
29/03/2018 16:51,Manchester,1315744,5,44,15.77
29/03/2018 16:50,Paris,1312748,86,71,28.17
29/03/2018 16:35,Los Angeles,1254566,86,264,19.77
29/03/2018 16:35,Los Angeles,1279327,43,23,15.14
29/03/2018 16:05,Paris,1328352,17,45,8
29/03/2018 15:43,Paris,1315333,86,339,13.3
29/03/2018 15:38,London,1343569,30,150,15.13
29/03/2018 15:35,Manchester,1250656,55,100,17.6
29/03/2018 15:30,Manchester,1270032,40,163,34.68
29/03/2018 15:14,Manchester,1266862,63,88,17.21
29/03/2018 14:58,Manchester,1268061,39,25,16.92
29/03/2018 14:45,Paris,1341429,49,271,34.68
29/03/2018 14:35,Tokyo,1262557,71,199,36.27
29/03/2018 14:31,Tokyo,1262781,97,321,16.44
29/03/2018 14:08,Paris,1263862,30,95,22.74
29/03/2018 14:01,Tokyo,1257704,91,277,24.31
29/03/2018 14:00,Paris,1259210,85,89,18.12
29/03/2018 13:55,Manchester,1320491,51,43,41.88
29/03/2018 13:53,Manchester,1274236,49,83,17.5
29/03/2018 13:43,Paris,1270126,49,47,18.85
29/03/2018 13:43,Tokyo,1266459,48,344,17.97
29/03/2018 13:36,Tokyo,1281832,70,104,26.78
29/03/2018 13:33,Tokyo,1267371,2,186,15.33
29/03/2018 13:22,Manchester,1275422,68,291,19
29/03/2018 13:20,Tokyo,1273790,117,54,19.71
29/03/2018 13:12,Tokyo,1277375,33,172,21.11
29/03/2018 13:11,London,1313029,109,291,50.47
29/03/2018 13:07,Los Angeles,1267557,57,130,26.03
29/03/2018 13:05,London,1313082,96,73,46.2
29/03/2018 13:02,Paris,1339831,88,334,25.68
29/03/2018 12:59,Manchester,1268412,57,221,15.67
29/03/2018 12:53,London,1271153,27,229,24.57
29/03/2018 12:45,Los Angeles,1343565,112,7,29.44
29/03/2018 12:40,New York,1288212,53,229,39.27
29/03/2018 12:36,New York,1281824,60,100,18.02
29/03/2018 12:30,Tokyo,1262432,14,289,17.43
29/03/2018 12:16,Manchester,1334906,43,191,22.64
29/03/2018 12:04,London,1306474,95,342,18.9
29/03/2018 11:56,Tokyo,1329466,80,85,36.79
29/03/2018 11:46,Paris,1320343,35,101,20.82
29/03/2018 11:45,Manchester,1272495,94,313,21.64
29/03/2018 11:42,Paris,1334794,70,129,20.27
29/03/2018 11:39,Tokyo,1287230,39,101,16.46
29/03/2018 11:32,London,1269821,95,65,17.07
28/03/2018 23:35,Los Angeles,1273353,79,6,25.31
28/03/2018 21:22,London,1309466,94,129,11.56
28/03/2018 21:15,London,1331257,62,78,10.12
28/03/2018 20:58,London,1313622,53,317,63.02
28/03/2018 20:40,Paris,1314501,43,156,22.55
28/03/2018 20:39,London,1262479,39,332,18.8
28/03/2018 20:12,London,1265129,75,20,27.71
28/03/2018 20:09,Los Angeles,1281840,52,179,18.56
28/03/2018 19:47,London,1317183,110,214,17.69
28/03/2018 19:41,Tokyo,1334423,50,303,20.99
28/03/2018 19:30,Los Angeles,1322718,70,271,22.41
28/03/2018 19:25,Paris,1278662,104,151,9.37
28/03/2018 19:21,New York,1281959,14,22,20.27
28/03/2018 19:15,London,1329607,94,49,11.55
28/03/2018 19:12,Paris,1347847,34,49,20.64
28/03/2018 18:42,Manchester,1263840,71,32,10.36
28/03/2018 18:40,Tokyo,1267992,119,330,43.66
28/03/2018 18:38,Tokyo,1274704,107,144,35.31
28/03/2018 18:37,Paris,1319566,68,257,26.85
28/03/2018 18:36,London,1282247,3,138,28.14
28/03/2018 18:18,Manchester,1278660,8,210,15.37
28/03/2018 18:18,Paris,1256205,1,141,29.28
28/03/2018 18:12,Manchester,1256204,26,2,20.57
28/03/2018 18:08,Los Angeles,1328729,83,55,17.01
28/03/2018 17:52,Tokyo,1274966,28,179,18.24
28/03/2018 17:48,Tokyo,1267855,4,121,11.28
28/03/2018 17:39,Manchester,1281955,26,105,29.21
28/03/2018 17:37,New York,1315990,98,37,16.11
28/03/2018 17:34,Los Angeles,1341438,46,290,40.13
28/03/2018 17:25,Paris,1313664,91,18,9.46
28/03/2018 17:11,Manchester,1263916,12,198,32.15
28/03/2018 16:59,London,1267926,62,297,61.54
28/03/2018 16:27,London,1315971,43,118,11.03
28/03/2018 16:26,Tokyo,1310297,97,57,12.53
28/03/2018 16:12,London,1307382,96,317,14.93
28/03/2018 16:11,New York,1250565,103,230,11.61
28/03/2018 16:08,Tokyo,1279471,89,47,40.02
28/03/2018 16:06,London,1278599,18,288,27.5
28/03/2018 16:02,New York,1267828,113,214,16.23
28/03/2018 15:44,Paris,1284284,3,239,40.44
28/03/2018 15:39,Manchester,1348875,39,244,19.71
28/03/2018 15:13,London,1334419,15,137,11.2
28/03/2018 15:06,Tokyo,1265239,97,227,13.99
28/03/2018 14:43,London,1342986,60,268,26.31
28/03/2018 14:40,London,1277266,15,192,10.25
28/03/2018 13:23,Paris,1313664,119,222,9.84
28/03/2018 13:17,Manchester,1315413,44,346,12.29
28/03/2018 13:14,Tokyo,1308090,112,187,35.76
28/03/2018 13:14,New York,1255129,30,56,40.22
28/03/2018 13:03,Manchester,1267315,67,82,16.24
28/03/2018 13:03,New York,1265630,31,248,14.66
28/03/2018 12:59,Tokyo,1287754,25,279,58.73
28/03/2018 12:47,Paris,1329037,13,97,26.45
28/03/2018 12:34,Paris,1314623,12,156,12.16
28/03/2018 12:33,Paris,1316114,81,144,10.57
28/03/2018 12:27,Paris,1355995,95,202,24.23
28/03/2018 12:12,Tokyo,1270029,53,76,31.25
28/03/2018 12:07,Paris,1271153,108,41,24.77
28/03/2018 12:03,Manchester,1331833,4,168,29.78
28/03/2018 11:59,Manchester,1332076,32,318,23.58
28/03/2018 11:21,Paris,1287886,11,124,10.17
27/03/2018 22:12,Paris,1259473,92,115,25.9
27/03/2018 21:19,Los Angeles,1284208,83,280,20.96
27/03/2018 20:44,Los Angeles,1313178,58,45,40.09
27/03/2018 20:27,Los Angeles,1347496,95,165,30.68
27/03/2018 20:21,Manchester,1287755,60,110,24.95
27/03/2018 20:09,London,1267743,80,181,41.67
27/03/2018 19:58,Tokyo,1334824,64,94,34.19
27/03/2018 19:54,New York,1332081,1,94,16.13
27/03/2018 19:31,Tokyo,1256636,94,37,35.06
27/03/2018 19:25,Manchester,1287755,48,1,45.62
27/03/2018 19:21,London,1315355,92,66,10.57
27/03/2018 19:01,New York,1334382,120,293,19.88
27/03/2018 18:44,Tokyo,1204828,89,12,14.88
27/03/2018 18:26,Manchester,1258059,68,308,13.01
27/03/2018 18:25,Tokyo,1345215,51,112,18.27
27/03/2018 18:25,London,1273708,52,148,16.06
27/03/2018 18:17,Tokyo,1314486,115,136,23.78
27/03/2018 18:08,Tokyo,1264502,80,72,14.08
27/03/2018 18:08,London,1273790,43,127,13.4
27/03/2018 17:50,Manchester,1267635,52,310,26.14
27/03/2018 17:44,New York,1314962,42,85,10.22
27/03/2018 17:39,London,1280887,42,247,10.72
27/03/2018 17:22,Paris,1282231,82,305,88.35
27/03/2018 17:20,Paris,1334785,71,191,10.82
27/03/2018 17:19,Paris,1332080,89,344,28.73
27/03/2018 17:18,Manchester,1267570,46,245,29.15
27/03/2018 17:14,Paris,1262521,102,97,16.47
27/03/2018 17:08,Tokyo,1277461,29,30,17.41
27/03/2018 16:50,Manchester,1279569,83,342,23.65
27/03/2018 16:41,New York,1313106,70,104,23.91
27/03/2018 16:38,London,1328729,57,164,15.73
27/03/2018 16:38,London,1270010,105,331,19.47
27/03/2018 16:26,Paris,1332173,118,317,38.12
27/03/2018 16:08,Tokyo,1346497,56,244,24.63
27/03/2018 15:47,Tokyo,1310482,53,320,21.5
27/03/2018 15:46,Tokyo,1307652,9,230,35.78
27/03/2018 15:38,London,1328214,53,146,19.74
27/03/2018 15:15,Tokyo,1250705,52,27,19.04
27/03/2018 15:14,Tokyo,1265630,25,171,32.82
27/03/2018 14:42,London,1329516,25,252,45.44
27/03/2018 14:40,Paris,1325830,66,174,49.6
27/03/2018 14:30,New York,1348619,52,278,44.92
27/03/2018 14:02,New York,1314474,58,175,31.4
27/03/2018 13:45,Paris,1314474,25,16,20.11
27/03/2018 13:27,Manchester,1254026,34,106,29.95
27/03/2018 13:25,Paris,1314045,77,229,13.73
27/03/2018 13:11,London,1334956,39,143,11.64
27/03/2018 12:58,Manchester,1278675,12,329,51.55
27/03/2018 12:42,Manchester,1287746,94,176,21.18
27/03/2018 12:40,London,1279238,74,229,17.88
27/03/2018 12:35,New York,1271465,115,161,21.48
27/03/2018 12:34,Manchester,1274722,59,194,14.03
27/03/2018 12:31,London,1267855,41,179,16.13
27/03/2018 12:26,Paris,1257152,86,19,23.3
27/03/2018 12:26,New York,1262079,31,96,14.77
27/03/2018 12:24,Manchester,1308093,79,47,17.16
27/03/2018 12:21,Tokyo,1330435,39,234,16.66
27/03/2018 12:13,Paris,1259404,119,57,15.78
27/03/2018 12:12,Manchester,1271157,29,27,20.66
27/03/2018 12:11,New York,1315977,92,29,16.71
27/03/2018 12:09,Tokyo,1273384,40,247,11.44
27/03/2018 11:55,London,1258338,91,141,17.53
27/03/2018 11:46,New York,1267143,10,127,71.23
27/03/2018 11:30,Manchester,1314479,113,274,14.36
27/03/2018 11:27,New York,1319425,108,23,17.34
27/03/2018 11:07,London,1259401,27,74,27.19
27/03/2018 04:24,Los Angeles,1308085,87,312,24.99
27/03/2018 01:42,Paris,1330595,15,155,18.06
27/03/2018 00:39,Tokyo,1251162,93,73,16.55
26/03/2018 21:46,Paris,1282960,49,130,11.01
26/03/2018 21:37,Manchester,1287742,54,187,23.59
26/03/2018 21:18,Paris,1252422,106,131,15.94
26/03/2018 21:10,Tokyo,1263663,41,289,15.68
26/03/2018 20:54,Paris,1269434,13,62,18.91
26/03/2018 20:46,New York,1255448,54,293,61.66
26/03/2018 20:36,New York,1306862,98,45,27.66
26/03/2018 20:29,Tokyo,1263972,30,63,25.16
26/03/2018 20:26,London,1268118,57,307,18.56
26/03/2018 20:09,London,1288196,69,86,31.76
26/03/2018 20:02,Tokyo,1274704,9,184,27.17
26/03/2018 19:46,Paris,1264733,33,312,22.13
26/03/2018 19:43,London,1270390,117,257,34.67
26/03/2018 19:42,Paris,1267813,28,296,19.34
26/03/2018 19:36,New York,1266722,28,196,39.29
26/03/2018 19:18,Manchester,1319010,47,320,36.99
26/03/2018 19:14,Los Angeles,1250510,18,157,25.16
26/03/2018 19:02,New York,1268048,95,1,37.18
26/03/2018 18:54,New York,1347272,12,219,12.74
26/03/2018 18:52,Manchester,1277157,28,93,17.19
26/03/2018 18:50,London,1282433,50,30,21.72
26/03/2018 18:46,Tokyo,1267742,95,201,21.38
26/03/2018 18:44,Tokyo,1270442,86,165,28.29
26/03/2018 18:36,Manchester,1273231,32,146,27.58
26/03/2018 18:28,Manchester,1284460,2,282,32.61
26/03/2018 18:28,Manchester,1308527,52,119,20.27
26/03/2018 18:26,New York,1266862,95,232,20.9
26/03/2018 18:24,New York,1275078,23,44,22.59
26/03/2018 18:22,Manchester,1270010,93,345,19.47
26/03/2018 18:12,London,1343916,32,167,17.7
26/03/2018 18:08,Manchester,1312285,105,99,25.25
26/03/2018 18:08,London,1310222,114,216,9.43
26/03/2018 17:37,Manchester,1334806,52,256,16.93
26/03/2018 17:33,Paris,1314476,19,141,13.53
26/03/2018 17:24,London,1254453,100,162,12.38
26/03/2018 17:21,Paris,1273710,50,237,39.95
26/03/2018 17:12,Los Angeles,1343910,9,318,40.79
26/03/2018 17:01,Tokyo,1286389,109,8,10.95
26/03/2018 16:52,New York,1262515,22,93,13.08
26/03/2018 16:45,Los Angeles,1314473,17,45,13.77
26/03/2018 16:43,Manchester,1258605,83,4,15.61
26/03/2018 16:34,London,1257703,104,52,20.68
26/03/2018 16:20,Los Angeles,1263829,74,324,16
26/03/2018 16:18,London,1316114,85,284,12.87
26/03/2018 16:12,Manchester,1306424,5,152,24.76
26/03/2018 16:01,London,1258333,56,315,24.93
26/03/2018 15:59,Tokyo,1306860,117,134,13.43
26/03/2018 15:42,London,1343888,57,323,39.41
26/03/2018 14:54,Tokyo,1258338,113,91,20.85
26/03/2018 14:26,Manchester,1308144,92,63,17.57
26/03/2018 14:15,London,1265625,60,180,18.46
26/03/2018 14:15,Tokyo,1254824,81,313,11.73
26/03/2018 14:00,London,1309375,31,344,45.6
26/03/2018 12:29,Tokyo,1356024,91,88,29.09
26/03/2018 12:27,New York,1314936,42,146,10.11
26/03/2018 12:23,London,1278004,59,71,30.52
26/03/2018 12:13,Tokyo,1287423,50,189,28.78
26/03/2018 12:06,Paris,1313143,40,21,22.47
26/03/2018 12:01,Manchester,1278503,49,93,12.28
26/03/2018 11:41,London,1258061,110,149,39.74
26/03/2018 11:16,New York,1338786,103,35,34.68
26/03/2018 10:35,Tokyo,1262565,106,199,24.18
25/03/2018 23:14,London,1281824,85,25,38.04
25/03/2018 21:58,Tokyo,1253969,40,213,12.66
25/03/2018 21:53,London,1310354,32,294,32.69
25/03/2018 21:30,Tokyo,1266983,62,245,10.87
25/03/2018 21:30,Los Angeles,1251165,23,119,19.78
25/03/2018 21:23,Paris,1278820,93,210,20.84
25/03/2018 20:57,Los Angeles,1279797,119,38,7.88
25/03/2018 20:50,Paris,1282960,63,30,24.28
25/03/2018 20:40,Manchester,1314508,85,176,29.78
25/03/2018 20:40,Los Angeles,1274530,19,28,15.7
25/03/2018 20:33,London,1310218,89,82,16.32
25/03/2018 20:32,Tokyo,1288295,15,246,48.65
25/03/2018 20:17,Los Angeles,1356069,34,140,23.08
25/03/2018 20:17,Manchester,1273940,58,95,22.77
25/03/2018 20:06,New York,1314928,80,320,8.66
25/03/2018 20:04,Tokyo,1333266,87,240,17.03
25/03/2018 19:46,New York,1280531,95,142,21.53
25/03/2018 19:36,New York,1329087,60,128,20.55
25/03/2018 19:35,Paris,1279346,73,239,8.97
25/03/2018 19:32,London,1315848,108,211,21.22
25/03/2018 19:31,Los Angeles,1306421,38,330,14.79
25/03/2018 19:31,Tokyo,1334783,104,263,22.8
25/03/2018 19:26,Manchester,1313674,86,190,9.58
25/03/2018 19:18,Los Angeles,1312283,10,243,20.26
25/03/2018 19:14,London,1267817,86,204,21.72
25/03/2018 19:10,Paris,1327034,61,156,19.49
25/03/2018 19:04,London,1258334,64,161,32.9
25/03/2018 19:04,Manchester,1263799,57,289,8.92
25/03/2018 19:00,London,1334728,74,306,18.02
25/03/2018 18:54,New York,1310257,55,297,29.13
25/03/2018 18:38,Paris,1310482,117,97,22.16
25/03/2018 18:31,Manchester,1328311,5,136,23.25
25/03/2018 18:30,Manchester,1258058,65,281,15.69
25/03/2018 18:26,London,1331055,18,255,24.46
25/03/2018 18:13,Manchester,1275179,64,66,29.72
25/03/2018 18:09,Los Angeles,1251106,119,103,25.98
25/03/2018 18:02,Tokyo,1277357,26,142,20.69
25/03/2018 17:55,Manchester,1278115,72,214,20.35
25/03/2018 17:51,Los Angeles,1330657,35,61,12.37
25/03/2018 17:45,Manchester,1347628,26,108,9.88
25/03/2018 17:45,Tokyo,1307650,86,187,18.43
25/03/2018 17:43,Tokyo,1270694,15,84,19.66
25/03/2018 17:43,Manchester,1258159,45,47,26.23
25/03/2018 17:43,Paris,1273711,29,115,20.23
25/03/2018 17:17,Paris,1263988,110,291,13.51
25/03/2018 17:07,Paris,1258337,32,77,15.92
25/03/2018 17:03,New York,1310819,78,28,15.13
25/03/2018 16:48,Tokyo,1314506,67,218,58.41
25/03/2018 16:45,Manchester,1315698,106,73,51.16
25/03/2018 16:42,Manchester,1267483,7,22,8.28
25/03/2018 16:41,Paris,1333226,76,119,36.25
25/03/2018 16:38,Tokyo,1287963,102,263,21.27
25/03/2018 16:31,Manchester,1279490,80,295,18.91
25/03/2018 16:20,London,1282256,103,202,45.83
25/03/2018 15:59,Manchester,1356065,0,144,17.36
25/03/2018 15:45,London,1343555,42,237,15.16
25/03/2018 15:27,Paris,1267357,73,273,46.23
25/03/2018 15:15,New York,1330435,101,323,14.48
25/03/2018 15:14,Los Angeles,1281834,93,63,39.36
25/03/2018 15:12,Los Angeles,1255061,17,207,27.42
25/03/2018 15:08,Tokyo,1305997,51,303,31.54
25/03/2018 15:02,London,1277920,76,169,12.59
25/03/2018 14:58,Paris,1276962,90,144,13.18
25/03/2018 14:58,London,1261318,120,115,24.52
25/03/2018 14:55,Paris,1344116,21,32,22.25
25/03/2018 14:37,Manchester,1332076,3,13,36.29
25/03/2018 14:36,Tokyo,1345223,45,164,22.51
25/03/2018 14:31,Paris,1258338,8,127,26.76
25/03/2018 14:22,Tokyo,1274535,102,60,15.14
25/03/2018 13:55,London,1353612,8,62,15.21
25/03/2018 13:37,Tokyo,1334801,85,323,19.01
25/03/2018 13:30,London,1344046,19,73,17.78
25/03/2018 12:56,New York,1287918,74,314,11.94
25/03/2018 12:56,Paris,1260928,54,340,17.38
25/03/2018 12:36,London,1319401,71,270,14.01
25/03/2018 12:27,Paris,1314045,86,177,33.99
